1, 323, 205,  14
  2, 230, 143, 144
  3, 207, 144, 145
  4, 246, 118, 119
  5, 223, 222, 190
  6, 344, 217, 223
  7, 218,  42,  43
  8, 221, 218,  43
  9, 228, 189, 221
 10, 248, 112, 113
 11, 248, 247, 112
 12, 249, 114, 115
 13, 288, 249, 115
 14, 250, 116, 117
 15, 289, 250, 117
 16, 224, 219,  38
 17, 352, 219, 224
 18, 226,  35,  36
 19, 226, 193, 220
 20, 291, 268, 121
 21, 292, 252, 194
 22, 348, 251, 292
 23, 252, 124, 125
 24, 361, 252, 293
 25, 333,  32,  33
 26, 333, 195, 312
 27, 313,  33,  34
 28, 348, 220, 193
 29, 331, 314,  29
 30, 332, 196, 331
 31, 350, 269, 294
 32, 253, 129, 238
 33, 238, 129, 130
 34, 231, 130, 131
 35, 366, 231, 239
 36, 329, 315,  25
 37, 316,  26,  27
 38, 330, 316,  27
 39, 330, 314, 197
 40, 362,   3,   4
 41, 229, 216, 187
 42, 286, 254, 110
 43, 364, 286, 188
 44, 229,  45, 216
 45, 338, 208, 186
 46, 285, 255, 108
 47, 338, 187, 215
 48, 208,  47,  48
 49, 214, 186, 208
 50, 284, 256, 106
 51, 339, 256, 284
 52, 209,  50,  51
 53, 212, 210, 184
 54, 283, 257, 104
 55, 353, 257, 283
 56, 211, 210,  53
 57, 282, 258, 102
 58, 363, 258, 282
 59, 295,  74,  75
 60, 206,  75,  76
 61, 204,  78,  79
 62, 271, 259,  81
 63, 354, 259, 271
 64, 232,  82,  83
 65, 345, 232, 272
 66, 309,  70,  71
 67, 310, 309,  71
 68, 297,  72,  73
 69, 311, 297,  73
 70, 308,  68,  69
 71, 308, 176, 298
 72, 341, 264, 273
 73, 274, 261, 177
 74, 357, 260, 274
 75, 261,  88,  89
 76, 275, 177, 261
 77, 306,  64,  65
 78, 306, 178, 299
 79, 300,  65,  66
 80, 307, 177, 300
 81, 305,  62,  63
 82, 305, 179, 301
 83, 277, 265,  92
 84, 262,  93,  94
 85, 278, 262,  94
 86, 263,  95,  96
 87, 279, 263,  96
 88, 335, 317,  57
 89, 318,  58,  59
 90, 336, 318,  59
 91, 304, 301, 179
 92, 270, 259, 173
 93, 264,  84,  85
 94, 265,  91,  92
 95, 266,  97,  98
 96, 280, 266,  98
 97, 334, 319,  55
 98, 317,  56,  57
 99, 267,  99, 100
100, 281, 267, 100
101, 363, 210, 211
102, 347, 227, 319
103, 290, 246, 119
104, 268, 120, 121
105, 269, 126, 127
106, 233, 132, 133
107, 240, 198, 233
108, 328, 320,  23
109, 315,  24,  25
110, 234, 135, 136
111, 242, 234, 136
112, 327, 321,  21
113, 320,  22,  23
114, 235, 137, 138
115, 243, 235, 138
116, 346, 302, 325
117, 321,  20,  21
118, 236, 139, 140
119, 244, 236, 140
120, 355, 322, 324
121, 325, 302,  18
122, 237, 141, 142
123, 245, 237, 142
124, 205, 147,  14
125, 324, 322,  16
126, 323,  15, 322
127, 324,  17, 302
128, 326, 325,  19
129, 326,  19,  20
130, 327,  21,  22
131, 328,  23,  24
132, 329,  25,  26
133, 330,  27,  28
134, 331,  29,  30
135, 332, 331,  30
136, 361, 313, 194
137, 303,  34,   2
138, 228, 221,  44
139, 221,  43,  44
140, 222,  41,  42
141, 223,  41, 222
142, 224,  39, 217
143, 225,  36,  37
144, 340, 225, 192
145, 227,  54,   5
146, 227, 211,  54
147, 212,  52, 210
148, 213,  49,  50
149, 339, 213, 185
150, 215,  46,  47
151, 216,  45,  46
152, 334,  55,  56
153, 335,  57,  58
154, 336,  59,  60
155, 304,  60,  61
156, 305, 301,  62
157, 356, 300, 177
158, 307, 300,  66
159, 308, 298,  68
160, 309, 296,  70
161, 310,  71,  72
162, 311,  73,  74
163,  75,   6,  76
164, 206,  77, 204
165,  78,   7,  79
166, 270,  80, 259
167, 271,  82, 232
168, 272,  84, 264
169, 273,  86, 260
170, 274,  88, 261
171, 276, 275,  90
172, 276,  90,  91
173, 277,  92,  93
174, 278,  94,  95
175, 279,  96,  97
176, 280,  98,  99
177, 281, 101, 258
178, 282, 103, 257
179, 283, 105, 256
180, 284, 107, 255
181, 285, 109, 254
182, 286, 111, 247
183, 248, 188, 247
184, 287, 113, 114
185, 288, 115, 116
186, 289, 117, 118
